,right punch,left punch
201,0.8200000000000001,0.33999999999999997
202,0.8,0.31999999999999995
203,0.78,0.30000000000000004
204,0.76,0.28
205,0.74,0.26
206,0.72,0.24
207,0.7,0.21999999999999997
208,0.6799999999999999,0.19999999999999996
209,0.6599999999999999,0.18000000000000005
210,0.0,0.0
211,0.02,0.02564102564102564
212,0.0,0.05128205128205128
213,0.02,0.07692307692307693
214,0.0,0.10256410256410256
215,0.02,0.1282051282051282
216,0.0,0.15384615384615385
217,0.02,0.0
218,0.0,0.02
219,0.02,0.04
220,0.0,0.06
221,0.02,0.08
222,0.04,0.1
223,0.0,0.12
224,0.02,0.14
225,0.04,0.16
226,0.06,0.18
227,0.08,0.2
228,0.1,0.22
229,0.12,0.24
230,0.14,0.26
231,0.16,0.28
232,0.18,0.3
233,0.2,0.32
234,0.22,0.34
235,0.24,0.36
236,0.26,0.38
237,0.28,0.4
238,0.3,0.42
239,0.32,0.44
240,0.34,0.46
241,0.36,0.48
242,0.38,0.5
243,0.4,0.52
244,0.42,0.54
245,0.44,0.56
246,0.46,0.58
247,0.48,0.6
248,0.5,0.62
249,0.52,0.64
250,0.54,0.66
251,0.56,0.68
252,0.58,0.7
253,0.6,0.72
254,0.62,0.74
255,0.64,0.76
256,0.66,0.78
257,0.68,0.8
258,0.7,0.82
259,0.72,0.84
260,0.74,0.86
261,0.76,0.88
262,0.78,0.9
263,0.8,0.92
264,0.82,0.94
265,0.84,0.96
266,0.86,0.98
267,0.88,1.0
268,0.9,0.98
269,0.92,0.96
270,0.94,0.94
271,0.96,0.92
272,0.98,0.9
273,1.0,0.88
274,0.98,0.86
275,0.96,0.84
276,0.94,0.8200000000000001
277,0.92,0.8
278,0.9,0.78
279,0.88,0.76
280,0.86,0.74
281,0.84,0.72
282,0.8200000000000001,0.7
283,0.8,0.6799999999999999
284,0.78,0.6599999999999999
285,0.76,0.64
286,0.74,0.62
287,0.72,0.6
288,0.7,0.5800000000000001
289,0.6799999999999999,0.56
290,0.6599999999999999,0.54
291,0.64,0.52
292,0.62,0.5
293,0.6,0.48
294,0.5800000000000001,0.45999999999999996
295,0.56,0.43999999999999995
296,0.54,0.42000000000000004
297,0.52,0.4
298,0.5,0.38
299,0.48,0.36
300,0.45999999999999996,0.33999999999999997
301,0.43999999999999995,0.31999999999999995
302,0.42000000000000004,0.30000000000000004
303,0.4,0.28
304,0.38,0.26
305,0.36,0.24
306,0.33999999999999997,0.21999999999999997
307,0.31999999999999995,0.19999999999999996
308,0.30000000000000004,0.18000000000000005
309,0.28,0.16000000000000003
310,0.26,0.14
311,0.24,0.12
312,0.21999999999999997,0.09999999999999998
313,0.19999999999999996,0.07999999999999996
314,0.18000000000000005,0.06000000000000005
315,0.16000000000000003,0.040000000000000036
316,0.14,0.020000000000000018
317,0.12,0.0
318,0.09999999999999998,0.0
319,0.07999999999999996,0.0
320,0.06000000000000005,0.0
321,0.040000000000000036,0.0
322,0.0,0.0
323,0.125,0.25
324,0.25,0.5
325,0.375,0.75
326,0.5,1.0
327,0.625,0.98
328,0.75,0.96
329,0.875,0.94
330,1.0,0.92
331,0.98,0.9
332,0.96,0.88
333,0.94,0.86
334,0.92,0.84
335,0.9,0.8200000000000001
336,0.88,0.8
337,0.86,0.78
338,0.84,0.0
339,0.8200000000000001,0.02040816326530612
340,0.8,0.04081632653061224
341,0.78,0.061224489795918366
342,0.76,0.08163265306122448
343,0.74,0.10204081632653061
344,0.72,0.12244897959183673
345,0.7,0.14285714285714285
346,0.6799999999999999,0.16326530612244897
347,0.6599999999999999,0.1836734693877551
348,0.64,0.20408163265306123
349,0.62,0.22448979591836735
350,0.6,0.24489795918367346
351,0.0,0.2653061224489796
352,0.023255813953488372,0.2857142857142857
353,0.046511627906976744,0.30612244897959184
354,0.06976744186046512,0.0
355,0.09302325581395349,0.02
356,0.11627906976744186,0.04
357,0.13953488372093023,0.06
358,0.16279069767441862,0.08
359,0.18604651162790697,0.1
360,0.0,0.12
361,0.02,0.0
362,0.04,0.02
363,0.06,0.04
364,0.08,0.06
365,0.1,0.08
366,0.12,0.0
367,0.14,0.0
368,0.16,0.02
369,0.18,0.04
370,0.2,0.06
371,0.22,0.08
372,0.24,0.1
373,0.26,0.12
374,0.28,0.14
375,0.3,0.16
376,0.32,0.18
377,0.34,0.2
378,0.36,0.22
379,0.38,0.24
380,0.4,0.26
381,0.42,0.28
382,0.44,0.3
383,0.46,0.32
384,0.48,0.34
385,0.5,0.36
386,0.52,0.38
387,0.54,0.4
388,0.56,0.42
389,0.0,0.44
390,0.0,0.46
391,0.02,0.48
392,0.04,0.5
393,0.06,0.52
394,0.08,0.54
395,0.0,0.56
396,0.02,0.58
397,0.0,0.6
398,0.0,0.62
399,0.0,0.64
400,0.0,0.66
401,0.0,0.68
402,0.0,0.7
403,0.0,0.72
404,0.0,0.74
405,0.0,0.76
406,0.02,0.78
407,0.04,0.8
408,0.06,0.82
409,0.08,0.84
410,0.1,0.86
411,0.12,0.88
412,0.14,0.9
413,0.16,0.92
414,0.18,0.94
415,0.2,0.96
416,0.22,0.98
417,0.24,1.0
418,0.26,0.98
419,0.28,0.96
420,0.3,0.94
421,0.32,0.92
422,0.34,0.9
423,0.36,0.88
424,0.38,0.86
425,0.4,0.84
426,0.42,0.8200000000000001
427,0.44,0.8
428,0.46,0.78
429,0.48,0.76
430,0.5,0.74
431,0.52,0.72
432,0.54,0.7
433,0.56,0.6799999999999999
434,0.58,0.6599999999999999
435,0.6,0.64
436,0.62,0.62
437,0.64,0.6
438,0.66,0.0
439,0.68,0.0
440,0.7,0.0
441,0.72,0.0
442,0.74,0.0
443,0.76,0.0
444,0.78,0.02
445,0.8,0.04
446,0.82,0.06
447,0.84,0.08
448,0.86,0.1
449,0.88,0.12
450,0.9,0.14
451,0.92,0.16
452,0.94,0.18
453,0.96,0.2
454,0.98,0.22
455,1.0,0.24
456,0.5,0.26
457,0.0,0.28
458,0.0,0.3
459,0.0,0.32
460,0.0,0.34
461,0.0,0.36
462,0.5,0.38
463,1.0,0.4
464,0.98,0.42
465,0.96,0.44
466,0.94,0.46
467,0.92,0.48
468,0.9,0.5
469,0.88,0.52
470,0.86,0.54
471,0.84,0.56
472,0.8200000000000001,0.58
473,0.8,0.6
474,0.78,0.62
475,0.76,0.64
476,0.74,0.66
477,0.72,0.68
478,0.7,0.7
479,0.6799999999999999,0.72
480,0.6599999999999999,0.74
481,0.64,0.76
482,0.62,0.78
483,0.6,0.8
484,0.5800000000000001,0.0
485,0.56,0.02
486,0.54,0.04
487,0.52,0.0
488,0.5,0.02
489,0.48,0.04
490,0.45999999999999996,0.06
491,0.43999999999999995,0.08
492,0.42000000000000004,0.0
493,0.4,0.02
494,0.38,0.04
495,0.36,0.0
496,0.33999999999999997,0.02
497,0.31999999999999995,0.0
498,0.30000000000000004,0.02
499,0.28,0.0
500,0.26,0.02
501,0.24,0.04
502,0.21999999999999997,0.06
503,0.19999999999999996,0.08
504,0.18000000000000005,0.1
505,0.16000000000000003,0.12
506,0.0,0.14
507,0.1,0.0
508,0.2,0.02
509,0.3,0.04
510,0.4,0.06
511,0.5,0.08
512,0.6,0.1
513,0.7,0.12
514,0.8,0.14
515,0.9,0.16
516,1.0,0.18
517,0.5,0.2
518,0.0,0.22
519,0.0,0.24
520,0.08333333333333333,0.26
521,0.16666666666666666,0.0
522,0.25,0.02
523,0.3333333333333333,0.0
524,0.4166666666666667,0.02
525,0.5,0.04
526,0.5833333333333334,0.06
527,0.6666666666666666,0.08
528,0.75,0.1
529,0.8333333333333334,0.12
530,0.9166666666666666,0.14
531,1.0,0.16
532,0.98,0.18
533,0.96,0.2
534,0.94,0.22
535,0.92,0.24
536,0.9,0.26
537,0.88,0.28
538,0.86,0.3
539,0.84,0.32
540,0.8200000000000001,0.34
541,0.8,0.36
542,0.78,0.38
543,0.76,0.4
544,0.74,0.42
545,0.72,0.44
546,0.7,0.46
547,0.6799999999999999,0.48
548,0.6599999999999999,0.5
549,0.64,0.52
550,0.0,0.54
551,0.0,0.56
552,0.0,0.58
553,0.0,0.6
554,0.0,0.62
555,0.0,0.64
556,0.02,0.66
557,0.04,0.68
558,0.06,0.7
559,0.08,0.72
560,0.1,0.74
561,0.12,0.76
562,0.14,0.78
563,0.16,0.8
564,0.18,0.82
565,0.2,0.84
566,0.22,0.86
567,0.24,0.88
568,0.26,0.9
569,0.28,0.0
570,0.3,0.02
571,0.32,0.04
572,0.34,0.06
573,0.36,0.08
574,0.38,0.1
575,0.4,0.12
576,0.42,0.14
577,0.44,0.0
578,0.46,0.02
579,0.48,0.0
580,0.5,0.02
581,0.52,0.04
582,0.54,0.06
583,0.56,0.08
584,0.58,0.1
585,0.6,0.12
586,0.62,0.14
587,0.64,0.16
588,0.66,0.18
589,0.68,0.0
590,0.7,0.02
591,0.72,0.04
592,0.74,0.06
593,0.76,0.08
594,0.78,0.1
595,0.8,0.12
596,0.82,0.14
597,0.84,0.16
598,0.86,0.18
599,0.88,0.2
600,0.9,0.22
601,0.92,0.24
602,0.94,0.26
603,0.96,0.28
604,0.98,0.3
605,1.0,0.32
606,0.5,0.34
607,0.0,0.36
608,0.0,0.38
609,0.030303030303030304,0.4
610,0.06060606060606061,0.42
611,0.09090909090909091,0.44
612,0.12121212121212122,0.46
613,0.15151515151515152,0.48
614,0.18181818181818182,0.5
615,0.21212121212121213,0.52
616,0.24242424242424243,0.54
617,0.2727272727272727,0.56
618,0.30303030303030304,0.58
619,0.3333333333333333,0.6
620,0.36363636363636365,0.62
621,0.3939393939393939,0.64
622,0.42424242424242425,0.66
623,0.45454545454545453,0.68
624,0.48484848484848486,0.7
625,0.5151515151515151,0.72
626,0.5454545454545454,0.74
627,0.5757575757575758,0.76
628,0.6060606060606061,0.78
629,0.6363636363636364,0.8
630,0.6666666666666666,0.82
631,0.696969696969697,0.84
632,0.7272727272727273,0.86
633,0.7575757575757576,0.88
634,0.7878787878787878,0.9
635,0.8181818181818182,0.92
636,0.8484848484848485,0.94
637,0.8787878787878788,0.96
638,0.9090909090909091,0.98
639,0.9393939393939394,1.0
640,0.9696969696969697,0.98
641,1.0,0.96
642,0.98,0.94
643,0.96,0.92
644,0.94,0.9
645,0.92,0.88
646,0.9,0.86
647,0.88,0.84
648,0.86,0.0
649,0.84,0.023255813953488372
650,0.8200000000000001,0.046511627906976744
651,0.8,0.06976744186046512
652,0.78,0.09302325581395349
653,0.76,0.11627906976744186
654,0.74,0.13953488372093023
655,0.72,0.16279069767441862
656,0.7,0.18604651162790697
657,0.6799999999999999,0.20930232558139536
658,0.6599999999999999,0.23255813953488372
659,0.64,0.2558139534883721
660,0.62,0.27906976744186046
661,0.6,0.3023255813953488
662,0.5800000000000001,0.32558139534883723
663,0.56,0.3488372093023256
664,0.54,0.37209302325581395
665,0.52,0.3953488372093023
666,0.5,0.4186046511627907
667,0.48,0.4418604651162791
668,0.45999999999999996,0.46511627906976744
669,0.43999999999999995,0.4883720930232558
670,0.42000000000000004,0.5116279069767442
671,0.4,0.5348837209302325
672,0.38,0.5581395348837209
673,0.36,0.5813953488372093
674,0.33999999999999997,0.6046511627906976
675,0.31999999999999995,0.627906976744186
676,0.30000000000000004,0.6511627906976745
677,0.28,0.6744186046511628
678,0.26,0.6976744186046512
679,0.24,0.7209302325581395
680,0.21999999999999997,0.7441860465116279
681,0.19999999999999996,0.7674418604651163
682,0.18000000000000005,0.7906976744186046
683,0.0,0.813953488372093
684,0.02,0.8372093023255814
685,0.04,0.8604651162790697
686,0.0,0.8837209302325582
687,0.02,0.9069767441860465
688,0.04,0.9302325581395349
689,0.06,0.9534883720930233
690,0.08,0.9767441860465116
691,0.1,1.0
692,0.12,0.98
693,0.14,0.96
694,0.16,0.94
695,0.18,0.92
696,0.2,0.9
697,0.22,0.88
698,0.24,0.86
699,0.26,0.84
700,0.28,0.8200000000000001
701,0.3,0.8
702,0.32,0.78
703,0.34,0.76
704,0.36,0.74
705,0.38,0.72
706,0.4,0.7
707,0.42,0.6799999999999999
708,0.44,0.6599999999999999
709,0.46,0.64
710,0.48,0.62
711,0.5,0.6
712,0.52,0.5800000000000001
713,0.54,0.56
714,0.56,0.54
715,0.0,0.52
716,0.02,0.5
717,0.04,0.48
718,0.06,0.45999999999999996
719,0.08,0.43999999999999995
720,0.1,0.42000000000000004
721,0.12,0.4
722,0.14,0.38
723,0.16,0.36
724,0.18,0.33999999999999997
725,0.2,0.31999999999999995
726,0.22,0.30000000000000004
727,0.24,0.28
728,0.26,0.26
729,0.28,0.24
730,0.3,0.0
731,0.32,0.02
732,0.34,0.04
733,0.36,0.06
734,0.38,0.08
735,0.4,0.1
736,0.42,0.12
737,0.44,0.14
738,0.46,0.16
739,0.48,0.18
740,0.5,0.2
741,0.52,0.22
742,0.54,0.24
743,0.56,0.26
744,0.58,0.28
745,0.6,0.3
746,0.62,0.32
747,0.64,0.34
748,0.66,0.36
749,0.68,0.38
750,0.7,0.4
751,0.72,0.42
752,0.74,0.44
753,0.76,0.46
754,0.78,0.48
755,0.8,0.5
756,0.0,0.52
757,0.02,0.54
758,0.04,0.56
759,0.06,0.58
760,0.08,0.6
761,0.1,0.62
762,0.12,0.64
763,0.14,0.66
764,0.16,0.68
765,0.0,0.7
766,0.02,0.72
767,0.0,0.74
768,0.02,0.76
769,0.0,0.78
770,0.02,0.8
771,0.0,0.82
772,0.02,0.84
773,0.0,0.86
774,0.02,0.88
775,0.04,0.9
776,0.0,0.92
777,0.02,0.94
778,0.04,0.96
779,0.0,0.98
780,0.02,1.0
781,0.04,0.98
782,0.06,0.96
783,0.08,0.94
784,0.1,0.92
785,0.12,0.9
786,0.14,0.88
787,0.16,0.86
788,0.18,0.84
789,0.2,0.8200000000000001
790,0.22,0.8
791,0.24,0.78
792,0.26,0.76
793,0.28,0.74
794,0.3,0.72
795,0.32,0.7
796,0.34,0.6799999999999999
797,0.36,0.6599999999999999
798,0.38,0.64
799,0.4,0.62
800,0.42,0.6
801,0.44,0.5800000000000001
802,0.46,0.56
803,0.48,0.54
804,0.5,0.52
805,0.52,0.5
806,0.54,0.48
807,0.56,0.45999999999999996
808,0.58,0.43999999999999995
809,0.6,0.42000000000000004
810,0.62,0.4
811,0.64,0.0
812,0.66,0.0
813,0.68,0.0
814,0.7,0.0
815,0.72,0.0
816,0.74,0.0
817,0.76,0.0
818,0.78,0.0
819,0.8,0.02
820,0.82,0.0
821,0.84,0.02
822,0.86,0.04
823,0.88,0.06
824,0.9,0.08
825,0.92,0.1
826,0.94,0.12
827,0.96,0.14
828,0.98,0.16
829,1.0,0.18
830,0.98,0.2
831,0.96,0.22
832,0.94,0.24
833,0.92,0.26
834,0.9,0.28
835,0.88,0.3
836,0.86,0.32
837,0.84,0.34
838,0.8200000000000001,0.36
839,0.8,0.38
840,0.78,0.4
841,0.76,0.42
842,0.74,0.44
843,0.72,0.46
844,0.7,0.48
845,0.6799999999999999,0.5
846,0.6599999999999999,0.52
847,0.64,0.54
848,0.62,0.56
849,0.6,0.58
850,0.5800000000000001,0.6
851,0.56,0.62
852,0.54,0.64
853,0.52,0.66
854,0.5,0.68
855,0.48,0.7
856,0.45999999999999996,0.72
857,0.43999999999999995,0.74
858,0.42000000000000004,0.76
859,0.4,0.78
860,0.38,0.8
861,0.36,0.82
862,0.33999999999999997,0.84
863,0.31999999999999995,0.86
864,0.30000000000000004,0.88
865,0.28,0.9
866,0.26,0.92
867,0.24,0.94
868,0.21999999999999997,0.96
869,0.19999999999999996,0.98
870,0.18000000000000005,1.0
871,0.16000000000000003,0.98
872,0.14,0.96
873,0.12,0.94
874,0.0,0.92
875,0.02127659574468085,0.9
876,0.0425531914893617,0.88
877,0.06382978723404255,0.86
878,0.0851063829787234,0.84
879,0.0,0.8200000000000001
880,0.02,0.8
881,0.04,0.78
882,0.06,0.76
883,0.08,0.74
884,0.0,0.72
885,0.02,0.7
886,0.04,0.6799999999999999
887,0.06,0.6599999999999999
888,0.08,0.64
889,0.1,0.62
890,0.12,0.6
891,0.14,0.5800000000000001
892,0.16,0.56
893,0.18,0.54
894,0.2,0.52
895,0.22,0.5
896,0.24,0.48
897,0.26,0.45999999999999996
898,0.28,0.43999999999999995
899,0.3,0.42000000000000004
900,0.32,0.4
901,0.34,0.38
902,0.36,0.36
903,0.38,0.33999999999999997
904,0.4,0.31999999999999995
905,0.42,0.30000000000000004
906,0.44,0.0
907,0.46,0.0
908,0.48,0.0
909,0.5,0.0
910,0.52,0.02
911,0.54,0.04
912,0.56,0.06
913,0.58,0.08
914,0.6,0.1
915,0.62,0.12
916,0.64,0.14
917,0.66,0.16
918,0.68,0.18
919,0.7,0.2
920,0.72,0.22
921,0.74,0.24
922,0.76,0.26
923,0.78,0.28
924,0.8,0.3
925,0.82,0.32
926,0.84,0.34
927,0.86,0.36
928,0.88,0.38
929,0.9,0.4
930,0.92,0.42
931,0.94,0.44
932,0.96,0.46
933,0.98,0.48
934,1.0,0.5
935,0.5,0.52
936,0.0,0.54
937,0.0,0.56
938,0.0,0.58
939,0.0,0.6
940,0.0,0.62
941,0.0,0.64
942,0.0,0.66
943,0.0,0.68
944,0.0,0.7
945,0.0,0.72
946,0.0,0.74
947,0.3333333333333333,0.76
948,0.6666666666666666,0.78
949,1.0,0.8
950,0.0,0.82
951,0.0,0.84
952,0.0,0.86
953,0.0,0.88
954,0.0,0.9
955,0.0,0.92
956,0.0,0.94
957,0.0,0.96
958,0.0,0.98
959,0.0,1.0
960,0.0,0.98
961,0.02,0.96
962,0.0,0.94
963,0.02,0.0
964,0.0,0.02
965,0.02,0.04
966,0.04,0.06
967,0.06,0.08
968,0.08,0.0
969,0.1,0.0
970,0.12,0.02
971,0.14,0.04
972,0.16,0.06
973,0.0,0.08
974,0.02,0.1
975,0.04,0.12
976,0.06,0.14
977,0.08,0.16
978,0.1,0.18
979,0.12,0.2
980,0.14,0.22
981,0.16,0.24
982,0.18,0.26
983,0.2,0.28
984,0.22,0.3
985,0.24,0.32
986,0.26,0.34
987,0.28,0.36
988,0.3,0.38
989,0.32,0.4
990,0.34,0.42
991,0.36,0.44
992,0.38,0.46
993,0.4,0.48
994,0.42,0.5
995,0.44,0.52
996,0.46,0.54
997,0.48,0.56
998,0.5,0.58
999,0.52,0.6
1000,0.54,0.62
1001,0.0,0.64
1002,0.02,0.66
1003,0.0,0.68
1004,0.02,0.7
1005,0.0,0.72
1006,0.02,0.74
1007,0.0,0.76
1008,0.02,0.78
1009,0.04,0.8
1010,0.06,0.82
1011,0.08,0.84
1012,0.1,0.86
1013,0.12,0.88
1014,0.14,0.9
1015,0.16,0.92
1016,0.18,0.94
1017,0.2,0.96
1018,0.22,0.98
1019,0.24,1.0
1020,0.26,0.98
1021,0.28,0.96
1022,0.3,0.94
1023,0.32,0.92
1024,0.34,0.9
1025,0.36,0.88
1026,0.38,0.86
1027,0.4,0.84
1028,0.42,0.8200000000000001
1029,0.44,0.8
1030,0.46,0.78
1031,0.48,0.76
1032,0.5,0.74
1033,0.52,0.72
1034,0.54,0.7
1035,0.56,0.6799999999999999
1036,0.58,0.6599999999999999
1037,0.6,0.64
1038,0.62,0.0
1039,0.64,0.0
1040,0.66,0.0
1041,0.68,0.0
1042,0.7,0.0
1043,0.72,0.0
1044,0.74,0.0
1045,0.76,0.02
1046,0.78,0.0
1047,0.8,0.02
1048,0.82,0.04
1049,0.84,0.06
1050,0.86,0.08
1051,0.88,0.1
1052,0.9,0.12
1053,0.92,0.14
1054,0.94,0.16
1055,0.96,0.18
1056,0.98,0.2
1057,1.0,0.22
1058,0.98,0.24
1059,0.96,0.26
1060,0.94,0.28
1061,0.92,0.3
1062,0.9,0.32
1063,0.88,0.34
1064,0.86,0.36
1065,0.84,0.38
1066,0.8200000000000001,0.4
1067,0.8,0.42
1068,0.78,0.44
1069,0.76,0.46
1070,0.74,0.48
1071,0.72,0.5
1072,0.7,0.52
1073,0.6799999999999999,0.54
1074,0.6599999999999999,0.56
1075,0.64,0.58
1076,0.62,0.6
1077,0.6,0.62
1078,0.5800000000000001,0.64
1079,0.56,0.66
1080,0.54,0.68
1081,0.52,0.7
1082,0.0,0.72
1083,0.020833333333333332,0.74
1084,0.041666666666666664,0.76
1085,0.0,0.78
1086,0.02,0.8
1087,0.0,0.82
1088,0.02,0.84
1089,0.04,0.86
1090,0.06,0.88
1091,0.08,0.9
1092,0.1,0.92
1093,0.12,0.94
1094,0.14,0.96
1095,0.16,0.98
1096,0.18,1.0
1097,0.2,0.98
1098,0.22,0.96
1099,0.24,0.94
1100,0.26,0.92
1101,0.28,0.9
1102,0.3,0.88
1103,0.32,0.86
1104,0.34,0.84
1105,0.36,0.8200000000000001
1106,0.38,0.8
1107,0.4,0.78
1108,0.42,0.76
1109,0.44,0.74
1110,0.46,0.72
1111,0.48,0.0
1112,0.5,0.0
1113,0.52,0.0
1114,0.54,0.0
1115,0.56,0.0
1116,0.58,0.0
1117,0.6,0.0
1118,0.62,0.02
1119,0.64,0.0
1120,0.66,0.02
1121,0.68,0.0
1122,0.7,0.02
1123,0.72,0.04
1124,0.74,0.06
1125,0.76,0.08
1126,0.78,0.1
1127,0.8,0.12
1128,0.82,0.14
1129,0.84,0.16
1130,0.86,0.18
1131,0.88,0.2
1132,0.9,0.22
1133,0.92,0.24
1134,0.94,0.26
1135,0.96,0.28
1136,0.98,0.3
1137,1.0,0.32
1138,0.98,0.34
1139,0.96,0.36
1140,0.94,0.38
1141,0.92,0.4
1142,0.9,0.42
1143,0.88,0.44
1144,0.86,0.46
1145,0.84,0.48
1146,0.8200000000000001,0.5
1147,0.8,0.52
1148,0.78,0.54
1149,0.76,0.56
1150,0.74,0.58
1151,0.72,0.6
1152,0.7,0.62
1153,0.6799999999999999,0.64
1154,0.6599999999999999,0.66
1155,0.0,0.68
1156,0.03125,0.7
1157,0.0625,0.72
1158,0.09375,0.74
1159,0.125,0.76
1160,0.15625,0.78
1161,0.1875,0.8
1162,0.21875,0.82
1163,0.25,0.84
1164,0.28125,0.86
1165,0.3125,0.88
1166,0.34375,0.9
1167,0.375,0.92
1168,0.40625,0.94
1169,0.4375,0.96
1170,0.46875,0.98
1171,0.5,1.0
1172,0.53125,0.98
1173,0.5625,0.96
1174,0.0,0.94
1175,0.02,0.92
1176,0.04,0.9
1177,0.06,0.88
1178,0.08,0.0
1179,0.1,0.02
1180,0.12,0.04
1181,0.14,0.0
1182,0.16,0.02
1183,0.18,0.04
1184,0.2,0.0
1185,0.22,0.02
1186,0.24,0.04
1187,0.26,0.0
1188,0.28,0.02
1189,0.3,0.04
1190,0.32,0.0
1191,0.34,0.02
1192,0.36,0.04
1193,0.38,0.06
1194,0.4,0.08
1195,0.42,0.1
1196,0.44,0.12
1197,0.46,0.14
1198,0.48,0.16
1199,0.5,0.18
1200,0.52,0.2
1201,0.54,0.22
1202,0.56,0.24
1203,0.58,0.26
1204,0.6,0.28
1205,0.62,0.3
1206,0.64,0.32
1207,0.66,0.34
1208,0.68,0.36
1209,0.7,0.38
1210,0.72,0.4
1211,0.74,0.42
1212,0.76,0.44
1213,0.78,0.46
